name_jp,name_en,name_en_literal,name_en_gtranslate,reference,tag,parent_jp0,parent_en0,parent_jp1,parent_en1,author_jp,author_en,video0,video1,video2,video3,video4,video5
とーふースネイク,Tofu Snake,tofu suneiku,Tofu Snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=182,,,,,
ドクターペッパー,Dr Pepper,dokuta peppa,Dr Pepper,,0Z,,,,,,,https://youtu.be/gj6I50jU6V0?t=118,,,,,
ドラキューラスピアー,Dracula Spear,dora kyu rasu pia,dracula spear,,0Z,,DRAGOON SPEAR,,,,,https://youtu.be/gj6I50jU6V0?t=23,,,,,
ドラグーンスピア,Dragoon Spear,doragun supia,dragoon spear,,0Z,,DRAGOON SPEAR,,,,,https://youtu.be/rLZW_jPb_ZI?t=7m22s,https://youtu.be/9HsYoiYeep0?t=276,,,,
ドラグーンスピア（ギアーver）,Dragoon Spear (Gear ver),doragun supia( gia ver),Dragoon Spear (Gear ver),,0Z,,DRAGOON SPEAR,,,,,https://youtu.be/D4xSRDDPGQE,,,,,
ドラグーンスピア（らってver）,Dragoon Spear (Latte ver),doragun supia( ra tte ver),Dragoon Spear (Ratte ver),,0Z,,DRAGOON SPEAR,,,,,https://youtu.be/TG1ALAfWSV8,,,,,
とらぶるメイカ,Trouble Maker,tora buru meika,Trouble Maker,,0Z,,,,,IZA,IZA,https://twitter.com/iza_1999_47/status/1346034380184010752,,,,,
トランザム,Trans-Am,toranzamu,trans am,,0Z,,,,,,,https://youtu.be/txP31oBtNX0?t=2m27s,https://youtu.be/gmq3H-F9hmk?si=A9zFDZ-SFyQYCe_L&t=247,,,,
トランスポートステーション,Transportation,toransu poto suteshon,transport station,,0Z,,,,,,,https://youtu.be/Sni_uAnBDxE?t=30,,,,,
ナイトメアレイン,Nightmare Rain,naitomea rein,nightmare rain,,0Z,,,,,,,https://youtu.be/FCvQt4wdRms?t=94,,,,,
ナルガスネイク,Naga Snake,naru ga suneiku,nargus snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=45,https://youtu.be/7jNTySCz3oQ?t=13,,,,
ナルカミ,Narukami,narukami,Narukami,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=43,https://youtu.be/zm2mpwCKzHc?t=515,,,,
ナルメア,Narmaya,naru mea,Narmaya,,0Z,,,,,らて,LATTE,https://youtu.be/LrExRFSE330?t=87,https://youtu.be/zm2mpwCKzHc?t=565,https://youtu.be/Hy6T-D4Nakk?si=lb6TJ98Q0QmiQKoK&t=37,,,
ニコル・ボーラス,Nicol Bolas,ni koru borasu,Nicol Bolas,,0Z,,,,,,,https://youtu.be/z_oyz_JsKOs?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=24,,,,,
ニポポテクンペ,Nipopotekunpe,nipopo teku npe,Nipopotekumpe,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=344,,,,,
ニュイ,Nyui,nyui,Nuit,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI,https://youtu.be/DNdV4UaJK00?t=97,https://youtu.be/JOllsSJP5LQ?t=106,,,
ニュイ・序,Nyui Jo,nyui tsuide,New introduction,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=25,,,,,
ニュイ・燎,Nyui Kagari,nyui kagari,Nuit/Light,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=15,,,,,
ニュイ・翼,Nyui Yoku,nyui yoku,New Tsubasa,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=47,,,,,
ニュイ・苺,Nyui Ichigo,nyui ichigo,New Strawberry,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP,,,,,
ニュイ・蘭,Nyui Ran,nyui ran,Nuit Orchid,,0Z,,NYUI,,,,,https://youtu.be/oalDdGPLxWI?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=57,,,,,
ネメシス,Nemesis,nemeshisu,Nemesis,,0Z,,NEMESIS,,,,,https://youtu.be/TG1ALAfWSV8?t=56s,https://youtu.be/zm2mpwCKzHc?t=106,https://youtu.be/o6ZqdRlOjUw?t=123,,,
ネメシス亜,Nemesis A,nemeshisu a,Nemesis sub,,0Z,,NEMESIS,,,,,https://youtu.be/LrExRFSE330?t=168,,,,,
ノザノオ,Nozanoo,nozanoo,Nozanoo,,0Z,,SUSANOO,,,,,https://youtu.be/rLZW_jPb_ZI?t=377,,,,,
ノヤナギ,Noyanagi,no yanagi,no willow,,0Z,,AMATERASU,,,,,https://youtu.be/rLZW_jPb_ZI?t=325,,,,,
バタフライ,Butterfly,batafurai,butterfly,,0Z,,BUTTERFLY,,,,,https://youtu.be/tjPC4FShPyc?t=161,https://youtu.be/9HsYoiYeep0?t=19,https://youtu.be/yiKPmmLqeCs?t=15,,,
バドロフの弾,Badrov no Dan,bado rofu no tama/dan,Badrov's Bullet,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=601,,,,,
パルプンテ,Parupunte,parupu nte,Palpunte,,0Z,,AMATERASU,,,,,https://youtu.be/rLZW_jPb_ZI?t=350,,,,,
パンクルーラ,Punk Ruler,panku rura,Punkrula,,0Z,,,,,,,https://youtu.be/LrExRFSE330?t=150,,,,,
ひいらぎ,Hiiragi,hiiragi,Holly,,0Z,,,,,,,https://youtu.be/aTHFXaueQb0?t=74,,,,,
ひけん,Hiken,hike n,Hiken,,0Z,,HIKEN,,,みつき,MITSUKI,https://www.youtube.com/watch?v=GEKEi_gK9eQ&t=83s,,,,,
ヒルコ,Hiruko,hiruko,Hilco,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=164,,,,,
フォルティッシモ,Fortissimo,forutisshimo,fortissimo,,0Z,,,,,,,https://youtu.be/LrExRFSE330?t=68,,,,,
ブラック・ヒッキ,Black Hickey,burakku hikki,black hikki,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=417,,,,,
ブレイク,Break,bureiku,break,,0Z,,,,,,,https://youtu.be/gqZC6AIzIj8?t=257,,,,,
フロンティア,Frontier,furontia,frontier,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=205,,,,,
フロントスネイク,Front Snake,furonto suneiku,front snake,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=8m43s,,,,,
フロントバレット,Front Barret,furonto baretto,front valet,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=399,,,,,
ベーグル,Bagel,beguru,bagel,,0Z,,,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=121,,,,,
ぽぽらスピリッツ,Popora Spirits,popora supirittsu,popora spirits,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=52,,,,,
ボルス,Bols,borusu,Bols,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=593,https://youtu.be/gmq3H-F9hmk?si=57LyxtBUbJtGijIB&t=179,,,,
ボルスター,Bolster,boru suta,Bolster,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=333,,,,,
マーメイド,Mermaid,mameido,mermaid,,0Z,,,,,,,https://youtu.be/Sni_uAnBDxE?t=106,,,,,
マーライオン,Merlion,maraion,merlion,,0Z,,,,,,,https://youtu.be/rLZW_jPb_ZI?t=17m38s,https://youtu.be/zm2mpwCKzHc?t=204,,,,
ま〇げ鬼イカセヤクザ,Ma Rei-ge Oni ikaseyakuza,ma rei/zero ge oni ika se yakuza,Mage demon squid yakuza,,0Z,,,,,,,https://youtu.be/9Ul6dXIm7Jw?t=198,,,,,
マザーズロザリオ,Mother's Rosario,mazazu rozario,mothers rosary,,0Z,,,,,,,https://youtu.be/6THtiN2AsDM?t=60,,,,,
マックポーク,McPork,makku poku,mac pork,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=98,,,,,
マドモアゼルレイア,Mademoiselle Rhea,madomoazeru reia,Mademoiselle Leia,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=495,,,,,
ミセスナルシッサ,Mrs Narcissa,misesu naru shissa,Mrs Narcissa,,0Z,,SNAKE,,,ギア,GEAR,https://youtu.be/vTM4N98zM5U,https://youtu.be/n27FW188GUQ?t=128,https://youtu.be/JOllsSJP5LQ?t=14,,,
ムジョルニア,Mjolnir,mujorunia,Mjolnir,,0Z,,AMATERASU,,,,,https://youtu.be/o6ZqdRlOjUw?t=40,,,,,
ムラゲイ,Muragei,mura gei,gay gay,,0Z,,,,,,,https://youtu.be/rLZW_jPb_ZI?t=3m20s,,,,,
ムラマサ改,Muramasa Kai,mu rama sa kai,Muramasa Kai,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=2m13s,,,,,
ムラ大竹,Mura Otake,mura ootake,Uneven Otake,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=167,,,,,
メテオロロジスト,Meteorologist,meteo ro roji suto,meteorologist,,0Z,,,,,,,https://youtu.be/rBt2oYZZmn4?t=64,,,,,
めろんぱん弐式,Melon Pan Nishiki,me ronpan ni shiki,Melonpan 2nd type,,0Z,,SNAKE,,,,,https://youtu.be/djN7xYFryFU?t=91,,,,,
ヤキソバスネイク,Yakisoba Snake,yakisoba suneiku,Yakisoba Snake,,0Z,,SNAKE,,,,,https://youtu.be/rBt2oYZZmn4?t=4,https://youtu.be/rLZW_jPb_ZI?t=68,https://youtu.be/uxKfpuQw5MI?t=17,,,
ヤマトノカミ,Yamato no Kami,yama tonokami,Yamatonokami,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=611,,,,,
ゆりあピース,Yuria Peace,yuri a pisu,Yuria Peace,,0Z,,,,,,,https://youtu.be/djN7xYFryFU?t=104,https://youtu.be/gmq3H-F9hmk?si=bg-huFDBsJrKLcEE&t=50,,,,
ライザー,Riser,rai za,riser,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=63,https://youtu.be/zm2mpwCKzHc?t=439,,,,
ライザムライ,Raizamurai,rai za mura i,Ryzamurai,,0Z,,SAMURAI,,,,,https://youtu.be/rLZW_jPb_ZI?t=978,,,,,
ライトイーター,Light Eater,raito ita,light eater,,0Z,,,,,,,https://youtu.be/GwmiYvpsjqM?t=76,https://youtu.be/rLZW_jPb_ZI?t=27,,,,
ラヴァーズ,Lovers,ravazu,Lovers,,0Z,,,,,,,https://youtu.be/djN7xYFryFU?t=294,,,,,
ラピッドクロウ,Rapid Crow,rapiddo kurou,Rapid Claw,,0Z,,CROW,,,,,https://youtu.be/QKSP7cRSGmM?t=413,https://youtu.be/9HsYoiYeep0?t=295,,,,
ラビリス,Labilis,rabi risu,Labyris,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=52,https://youtu.be/gqZC6AIzIj8?t=164,,,,
ラブスネイク,Love Snake,rabu suneiku,love snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=214,,,,,
らんばーど,Ranbado (Hiragana),ran bado,Lambard,,0Z,,RANBADO,,,,,https://youtu.be/9Ul6dXIm7Jw?t=210,https://youtu.be/Rj8O1f2Mcd8?t=76,https://youtu.be/gmq3H-F9hmk?si=YyT34FgtBv8r_7Py&t=189,,,
ランバード,Ranbado (Katakana),ran bado,Lambard,,0Z,,RANBADO,,,,,https://youtu.be/qiJ9NE6nGLQ?t=248,,,,,
リバーススネイク,Reverse Snake,ribasu suneiku,reverse snake,,0Z,,SNAKE,,,,,https://youtu.be/6uorIxhPqZk?t=2m34s,https://youtu.be/rLZW_jPb_ZI?t=3,,,,
リベリオン,Rebellion,Rebellion,Rebellion,,0Z,,,,,,,https://youtu.be/aTHFXaueQb0?t=63,,,,,
リベルザネッティ改,Liberzanetti Kai,ri beru zanetti kai,Liberzanetti Kai,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=449,,,,,
りょへマサ,Ryohemasa,ryo e masa,Ryohemasa,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=200,,,,,
リリース・リコレクション,Release Recollection,ririsu ri korekushon,release recollection,,0Z,,,,,,,https://youtu.be/gSyJI7oF5FI?t=67,,,,,
リンマサ,Rinmasa,rin masa,Rinmasa,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=7m9s,,,,,
るうな,RUUNA (Hira),ruu na,Ruuna,,0Z,,RUUNA,,,,,https://youtu.be/eXrlKAks24s?t=170,,,,,
ルナティックトランサー ,Lunatic Trancer,runatikku to ransa,Lunatic Trancer,,0Z,,,,,,,https://youtu.be/brfzPknvnmM?t=132,,,,,
レーヴァテイン,Laevatein,reva tein,Laevatein,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=186,,,,,
レイネロス,Reineros,rei ne rosu,Rayneros,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=630,,,,,
レイルカッター,Rail Cutter,rei ru katta,rail cutter,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=244,,,,,
レクイエム改,Requiem Kai,rekuiemu kai,Requiem Kai,,0Z,,REQUIEM,,,,,https://youtu.be/rLZW_jPb_ZI?t=883,,,,,
レグルス,Regulus,regurusu,Regulus,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=133,,,,,
レッドブール,Red Bull,reddo buru,red boule,,0Z,,SNAKE,,,,,https://youtu.be/9Ul6dXIm7Jw?t=181,,,,,
レッドロメダ,Redromeda,reddo rome da,red romeda,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=590,,,,,
レムリア,Remria,remu ria,lemuria,,0Z,,REMRIA,,,,,https://youtu.be/JOllsSJP5LQ?t=144,https://youtu.be/DNdV4UaJK00?t=68,https://youtu.be/zm2mpwCKzHc?t=419,https://youtu.be/mkflwQXeTJM?t=131,,
ロトの紋章,Roto no Monshou,roto no monshou,lotto emblem,,0Z,,MONSHOU,,,,,https://youtu.be/OAYnfS05ipU,,,,,
ワールズネイク,World Snake,waruzuneiku,worldsnake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=126,,,,,
ワイタックス,Waitakkusu,wai takkusu,Witax,,0Z,,,,,,,https://youtu.be/Lb-Oa53MyRM?t=282,,,,,
ワルヴェナ・ビタ,Warvena Vita,waru vena bita,Walvena Vita,,0Z,,,,,,,https://youtu.be/zm2mpwCKzHc?t=293,,,,,
一刀流ムラマサ,Ittouryu Muramasa,ittou ryuu mu rama sa,Itto-ryu Muramasa,,0Z,,MURAMASA,,,,,https://youtu.be/hPxhlw2Jr2I?t=65,,,,,
一本釣スネイク,Ipponchuu Snake,ipponzuri suneiku,pole and line snake,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=85,,,,,
不知火,Shiranui,shiranui,Shiranui,,0Z,,,,,でゅな,DUNA,https://youtu.be/VRyXUwqdpXM,,,,,
不知火スネイク,Shiranui Snake,shiranui suneiku,Shiranui Snake,,0Z,,SNAKE,,SHIRANUI,でゅな,DUNA,https://youtu.be/JOllsSJP5LQ?t=70,https://youtu.be/rLZW_jPb_ZI?t=67,https://youtu.be/LwkA1b9YLEU?t=140,,,
五芒星,Gobousei,gobousei,pentagram,,0Z,,,,,,,https://youtu.be/dpqosqaXMhg,,,,,
人間無骨,Ningen Mukotsu,ningen bukotsu,human ruggedness,,0Z,,,,,,,https://youtu.be/LrExRFSE330?t=115,,,,,
仁天門,Nitenmon,jin ten mon,Jintenmon,,0Z,,MON,,,ペリカン,PERIKAN,https://youtu.be/kR1Sok3PW0M?t=152,https://youtu.be/JeE5ohcr5AA?t=141,https://youtu.be/AnLbfUdu5gU?t=41,,,
仁王門,Nioumon,nioumon,Niomon,,0Z,,MON,,,ペリカン,PERIKAN,https://youtu.be/kR1Sok3PW0M?t=152,https://youtu.be/JeE5ohcr5AA?t=141,https://youtu.be/zm2mpwCKzHc?t=530,https://youtu.be/AnLbfUdu5gU?t=31,,
伊達スネイク,Itachi Snake(?),date suneiku,Date Snake,,0Z,,SNAKE,,,ダイエイ,DAIEI,https://youtu.be/rLZW_jPb_ZI?t=55,https://youtu.be/GwmiYvpsjqM?t=43,,,,
侍,Samurai (Kanji),samurai,samurai,,0Z,,SAMURAI,,,,,https://youtu.be/rLZW_jPb_ZI?t=828,,,,,
修羅スネ,Shura Snake,shura sune,Shura shin,,0Z,,SHURA,,SNAKE,,,https://youtu.be/uxKfpuQw5MI?t=93,,,,,
修羅マサ,Shuramasa,shura masa,Shuramasa,,0Z,,SHURA,,MURAMASA,,,https://youtu.be/fomMlqkrNKw?t=71,,,,,
修羅刀,Shuragatana,shura katana,Shura sword,,0Z,,SHURA,,,,,https://youtu.be/Heb5wjjMJVI?t=64,https://youtu.be/gqZC6AIzIj8?t=73,,,,
修羅剣,Shuraken,shura ken,Shuraken,,0Z,,SHURA,,,,,https://youtu.be/gqZC6AIzIj8?t=89,,,,,
光化門,Koukamon,hikarika mon,Gwanghwamun,,0Z,,MON,,,ぶらいんど,BURAINDO,https://youtu.be/JeE5ohcr5AA?t=106,,,,,
光弾スネイク,Koudan Snake,hikari tama/dan suneiku,light bullet snake,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=27,,,,,
八重紅枝垂れ桜,Yaebenishidare Sakura,yae kurenai shidarezakura,Yae red weeping cherry tree,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=18,,,,,
六風雅,Rokuhuuga,roku fuuga,Roppuga,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=322,,,,,
凡スネ,Bon Snake,bon sune,ordinary shin,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=154,https://youtu.be/rLZW_jPb_ZI?t=16,,,,
凸スネ・鳳凰,Totsusune Ho-Oh,deko/totsu sune houou,Convex shin/Phoenix,,0Z,,,,,,,https://youtu.be/3r12qHEsQkY?t=242,https://youtu.be/JaLSUbA3ZTM?t=232,,,,
初春,Uiharu,shoshun,early spring,,0Z,,,,,,,https://youtu.be/rBt2oYZZmn4?t=100,https://youtu.be/9HsYoiYeep0?t=336,https://youtu.be/zm2mpwCKzHc?t=196,https://youtu.be/z_oyz_JsKOs?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=155,,
剣の紋章,Ken No Monshou,ken no monshou,sword emblem,,0Z,,,,,,,https://youtu.be/_Mb-pQf9WLs?list=PLNkmRI1NJODQ7h6IC8esPvVPZnD1BPobP&t=115,,,,,
十拳剣・陣,Totsuka no Tsurugi-Jin,juu kobushi ken jin,Ten Fist Sword/Jin,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=84,https://youtu.be/gmq3H-F9hmk?si=lMM3BQA_gbhXB58z&t=386,,,,
十拳剣・鮮血,Totsuka no Tsurugi-Senketsu,juu kobushi ken senketsu,Ten Fist Sword/Fresh Blood,,0Z,,,,,ミクト,MIKUTO,https://youtu.be/adP1fNcB4pI?t=353,https://youtu.be/gqZC6AIzIj8?t=413,https://youtu.be/9HsYoiYeep0?t=370,https://youtu.be/Hy6T-D4Nakk?si=umEe78GK4fQP1J9X&t=101,,
半蔵門,Hanzoumon,han kura mon,Hanzomon,,0Z,,MON,,,ざき,ZAKI,https://youtu.be/zm2mpwCKzHc?t=464,https://youtu.be/JeE5ohcr5AA?t=75,,,,
半蔵門改,Hanzoumon Kai,han kura mon kai,Hanzomon Kai,,0Z,,MON,,,たかとも,TAKATOMO,https://youtu.be/JeE5ohcr5AA?t=75,,,,,
卑弥呼,Himiko,himiko,Himiko,,0Z,,,,,,,https://youtu.be/sl6iEMSJpb8?t=10,,,,,
双剣砕牙,Touken Saiga,sou ken sai kiba,Twin sword saiga,,0Z,,,,,,,https://youtu.be/0-dkQOf2YaE?t=145,,,,,
口寄せ,Kuchiyose,kuchiyose,Kuchiyose,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=369,,,,,
回転木馬アナルカイザーZ,Kaiten Mokuba Annar Kaiser Z,kaitenmokuba anaru kaiza Z,Carousel Anal Kaiser Z,,0Z,,,,,,,https://youtu.be/9HsYoiYeep0?t=306,,,,,
国士無双,Kokushi Musou,kokushimusou,Kokushi Musou,,0Z,,,,,,,https://youtu.be/DNdV4UaJK00?t=147,,,,,
城天丸,Joutenmaru,shiro ten maru,Jotenmaru,,0Z,,,,,,,https://youtu.be/BgGSUTbfQEY,https://youtu.be/gqZC6AIzIj8?t=298,https://youtu.be/JOllsSJP5LQ?t=94,,,
変幻アマテラス,Hengen Amaterasu,hengen amaterasu,Hengen Amaterasu,,0Z,,AMATERASU,,,,,https://youtu.be/Sni_uAnBDxE?t=208,,,,,
天下一品,Tenka Ippin,tenkaippin,Tenkaichippin,,0Z,,AMATERASU,,,,,https://youtu.be/3Sez0M0zqvs?t=198,,,,,
天羽々斬剣,Ame no Habakiri no tsurugi,amou zan ken,Tenbahachi Sword,,0Z,,,,,,,https://youtu.be/GvbJZVi8JEc,,,,,
天翔,Amakakeru,amaka,Tensho,,0Z,,ROMANCE,,,,,https://youtu.be/ZWcIF5pwp8g?t=23s,,,,,
如月刀,Kisaragi Ken,kisaragi katana,Kisaragi sword,,0Z,,,,,,,https://youtu.be/gqZC6AIzIj8?t=444,,,,,
如月刀改,Kisaragi Ken Kai,kisaragi katana kai,Kisaragi Sword Kai,,0Z,,,,,,,https://youtu.be/gqZC6AIzIj8?t=459,,,,,
威光,Ikou,ikou,majesty,,0Z,,,,,,,https://youtu.be/z_oyz_JsKOs?t=456,,,,,
寿,Kotobuki,kotobuki,Kotobuki,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=188,,,,,
封龍剣超絶一門,Huuryuuken Chouzetsuichimon,fuu ryuu ken chouzetsu ichimon,Fenglong Sword Transcendent Class,,0Z,,MON,,,セラ,SERA,https://youtu.be/JeE5ohcr5AA?t=10,,,,,
巫門遁甲,Humontonkou,kannagi mon tonkou,Shrine gate armor,,0Z,,MON,,,よしき,YOSHIKI,https://youtu.be/JeE5ohcr5AA?t=161,,,,,
平沢スネイク,Hirasawa Snake,hira/hei/daira sawa suneiku,Hirasawa Snake,,0Z,,SNAKE,,,,,https://youtu.be/uxKfpuQw5MI?t=280,,,,,
平等院鳳凰堂阿弥陀如来像,Byoudouinhououdou amidanyorai-zou,byoudou in houou dou amidanyorai zou,Byodoin Phoenix Hall Amida Nyorai Statue,,0Z,,,,,,,https://youtu.be/9Ul6dXIm7Jw?t=152,https://youtu.be/DNdV4UaJK00?t=32,https://youtu.be/gqZC6AIzIj8?t=5,,,
平等院鳳凰堂阿弥陀如来像・陣,Byoudouinhououdou amidanyorai-zou-jin,byoudou in houou dou amidanyorai zou jin,Byodoin Phoenix Hall Amida Nyorai Statue and Formation,,0Z,,,,,,,https://youtu.be/1vpXqF2ToZc?t=298,https://youtu.be/gqZC6AIzIj8?t=17,,,,
平等院鳳凰堂鳳凰像・鳳凰之舞,Byoudouinhououdou hououzou houou no mai,byoudou in houou dou houou zou houou kore mai,Byodoin Phoenix Hall Phoenix Statue/Phoenix Dance,,0Z,,,,,,,https://youtu.be/s80r8tDaTP0?t=9,https://youtu.be/gqZC6AIzIj8?t=398,,,,
彩雅,Saiga,aya masa,Ayaka,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=251,,,,,
応天門,Outenmon,outenmon,Otenmon,,0Z,,MON,,,ばななまめ,,https://youtu.be/JeE5ohcr5AA?t=116,,,,,
惑星スネイク,Wakusei Snake,wakusei suneiku,planet snake,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=55,,,,,
我恋,Gakoi,ware koi,My love,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=267,https://youtu.be/gqZC6AIzIj8?t=177,,,,
抜き脳,Nukinou,nuki nou,brain removed,,0Z,,AMATERASU,,,,,https://youtu.be/rLZW_jPb_ZI?t=341,,,,,
抜刀ムラマサ,Battou Muramasa,battou mu rama sa,Battou Muramasa,,0Z,,MURAMASA,,,,,https://youtu.be/Mf8MkFw78ko?t=32,,,,,
摩耶,Maya,Maya,Maya,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=56,https://youtu.be/Emzs_4O1dH4,,,,
摩耶大空,Maya Oozora,Maya Oozora,Maya sky,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/zkEI_jvXOo8,https://youtu.be/wHnqnSf4orA?t=22,,,,
摩耶天空,Maya Tenku,Maya Tenku,maya sky,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=88,,,,,
摩耶天衣,Maya Teni,Maya Teni,Maya Teni,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=32,,,,,
摩耶改二,Maya Kai Ni,Maya Kai Ni,maya kai 2,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=78,,,,,
摩耶裂空,Maya Rekku,Maya Rekku,maya split sky,Azur Lane,0Z,,MAYA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=67,,,,,
撒菱,Makibishi,makibishi,Soakubishi,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=58,https://youtu.be/DNdV4UaJK00?t=81,https://youtu.be/gqZC6AIzIj8?t=38,,,
斬雅,Kiga,zan masa,graceful,,0Z,,HUUGA,,,航平,KOUHEI,https://youtu.be/wHnqnSf4orA?t=240,,,,,
断刀,Dangatana,dan katana,cutting sword,,0Z,,,,,,,https://youtu.be/n27FW188GUQ?t=94,,,,,
旋律,Senritsu,senritsu,melody,,0Z,,,,,,,https://youtu.be/JOllsSJP5LQ?t=200,,,,,
旋風,Senpu,senpuu,whirlwind,,0Z,,MURAMASA,,,,,https://youtu.be/rLZW_jPb_ZI?t=119,,,,,
旋風アマテラス,Senpu Amaterasu,senpuu amaterasu,Whirlwind Amaterasu,,0Z,,AMATERASU,,,,,https://youtu.be/rBt2oYZZmn4?t=17s,,,,,
昭和四十七門,Showa Shijuunanamon,shouwa yonjuu nanamon,Showa 47 Gate,,0Z,,MON,,,らて,LATTE,https://youtu.be/JeE5ohcr5AA?t=181,,,,,
暴威,Violence,boui,violence,,0Z,,,,,,,https://youtu.be/ym92fseCNUk?t=20,,,,,
月華門,Gekkamon,tsuki hana/ka mon,Gekkamon,,0Z,,MON,,,ななせ,NANASE,https://youtu.be/JeE5ohcr5AA?t=191,,,,,
朧刀,Oborogatana,oboro katana,Oboro sword,,0Z,,,,,,,https://youtu.be/gqZC6AIzIj8?t=130,https://youtu.be/9QeuXsshibo,https://youtu.be/ywIyG7jc9zQQ,,,
木葉憑依,Konoha Hyoui,koppa hyoui,Konoha possession,,0Z,,,,,,,https://youtu.be/XOWfj2jUHUQ?t=124,,,,,
朱雀,Suzaku,suzaku,Suzaku,,0Z,,,,,,,https://youtu.be/adP1fNcB4pI?t=293,https://youtu.be/n27FW188GUQ?t=58,,,,
杏マサ,Anzumasa,anzu masa,Anmasa,,0Z,,MURAMASA,,,,,https://www.bilibili.com/video/av20264198/?t=220,,,,,
東北クライシス,Tohoku Crisis,touhoku kuraishisu,Tohoku Crisis,,0Z,,,,,,,https://youtu.be/rLZW_jPb_ZI?t=45,,,,,
東海クライシス,Tokai Crisis,toukai kuraishisu,Tokai Crisis,,0Z,,SNAKE,,,,,https://youtu.be/rLZW_jPb_ZI?t=45,,,,,
